Sample,Year,Position,new_dgg,Group_size,Coverage,Heterozygosity,Alternative,Longitude,Latitude,Height,Habitat,Habitat_order,Transect_order,dist,Habitat_North_divided,Habitat_order_North_divided
2020A21,2020,A21,G3,58,4819,1.558891455,32.50577367,35.53267004,32.91850003,258.097534,N_facing_slope,12,12,50.41905323,Middle_N_facing_slope,5
2020A22,2020,A22,G3,58,5070,0.904541955,29.36874519,35.53269401,32.91852702,257.155792,N_facing_slope,13,13,52.96810293,Middle_N_facing_slope,6
2020A24,2020,A24,G8,10,4990,1.289453426,31.58198614,35.53267004,32.91863297,257.108826,N_facing_slope,14,14,64.96827285,Middle_N_facing_slope,7
2020A25,2020,A25,G3,58,4979,1.327944573,29.88837567,35.53264498,32.918666,254.142395,N_facing_slope,15,15,68.99574503,Middle_N_facing_slope,8
2020A29,2020,A29,G3,58,4779,1.443418014,33.73749038,35.53264598,32.91880698,251.988098,N_facing_slope,17,17,84.45300019,Middle_N_facing_slope,10
2020A31,2020,A31,G65,12,4828,0.6543495,33.48729792,35.53263903,32.918883,248.03595,N_facing_slope,18,18,92.91899245,Middle_N_facing_slope,11
2020A32,2020,A32,G113,1,4927,0.538876059,31.33179369,35.53260801,32.918912,249.35939,Narrow_valley,1,19,96.56048328,Narrow_valley,1
2020A35,2020,A35,G102,3,4252,0.558121632,40.95458045,35.53260902,32.91905802,247.484879,Narrow_valley,2,20,112.6029006,Narrow_valley,2
2020A39,2020,A39,G11,47,4703,0.346420323,33.19861432,35.53263098,32.91917201,247.65683,Narrow_valley,3,21,124.9255569,Narrow_valley,3
2020A41,2020,A41,G13,80,4950,0.096227868,30.31177829,35.532563,32.91930302,248.250107,Narrow_valley,4,22,140.2114468,Narrow_valley,4
2020A46,2020,A46,G13,80,4776,0.057736721,32.37105466,35.532563,32.91944199,250.390121,S_facing_slope,1,23,155.5322094,S_facing_slope,1
2020A47,2020,A47,G13,80,4929,0.288683603,30.5234796,35.53258496,32.91946102,251.364975,S_facing_slope,2,24,157.3791609,S_facing_slope,2
2020A48,2020,A48,G114,1,4339,0.173210162,39.01077752,35.53257499,32.91947996,251.441467,S_facing_slope,3,25,159.5835229,S_facing_slope,3
2020A49,2020,A49,G13,80,4800,0.057736721,31.94765204,35.53257599,32.91949698,251.399948,S_facing_slope,4,26,161.4532001,S_facing_slope,4
2020A51,2020,A51,G115,1,4693,0.32717475,34.06466513,35.53257901,32.91956697,252.559357,S_facing_slope,5,27,169.1595275,S_facing_slope,5
2020A52,2020,A52,G13,80,5152,0.057736721,27.44418784,35.53255202,32.91959798,254.900055,S_facing_slope,6,28,172.8855998,S_facing_slope,6
2020A54,2020,A54,G13,80,5053,0.076982294,28.98383372,35.53256099,32.919659,258.291748,S_facing_slope,7,29,179.5292409,S_facing_slope,7
2020A56,2020,A56,G13,80,4962,0.519630485,30.00384911,35.532563,32.91969999,258.071533,S_facing_slope,8,30,184.0416945,S_facing_slope,8
2020A57,2020,A57,G13,80,4955,0.076982294,30.35026944,35.532548,32.91974299,259.146393,S_facing_slope,9,31,188.9565785,S_facing_slope,9
2020A59,2020,A59,G16,11,4844,1.231716705,16.03156274,35.53248899,32.919788,261.776764,S_facing_slope,10,32,194.6331964,S_facing_slope,10
2020A63,2020,A63,G52,7,4800,0.923787529,15.58891455,35.53246502,32.91999302,273.239288,S_facing_slope,11,33,217.5463136,S_facing_slope,11
2020A72,2020,A72,G11,47,4885,0.32717475,30.96612779,35.53235304,32.92035202,276.924683,Plateau,1,34,258.6095279,Plateau,1
2020A74,2020,A74,G11,47,4519,0.192455735,36.18167821,35.53235698,32.92043801,276.619934,Plateau,2,35,268.0154878,Plateau,2
2020A76,2020,A76,G11,47,4762,0.538876059,33.04464973,35.53239,32.92050297,275.794098,Plateau,3,36,274.7406323,Plateau,3
2020A77,2020,A77,G11,47,5168,0.134719015,27.13625866,35.53237902,32.92051798,276.078278,Plateau,4,37,276.5345644,Plateau,4
2020A8,2020,A8,G1,30,4396,0.38491147,38.26020015,35.53278202,32.91805697,269.774475,N_facing_slope,1,1,0,Upper_N_facing_slope,1
2020A81,2020,A81,G11,47,4877,0.192455735,31.21632025,35.53236804,32.92061202,278.216553,Plateau,5,38,287.0455399,Plateau,5
2020A82,2020,A82,G50,5,5097,0.346420323,29.15704388,35.53233602,32.92064404,278.223785,Plateau,6,39,290.9913213,Plateau,6
2020A9,2020,A9,G1,30,4873,0.346420323,30.77367206,35.53276199,32.91811103,269.161438,N_facing_slope,2,2,6.302295017,Upper_N_facing_slope,2
2020B103,2020,B103,G20,69,5103,0.230946882,28.77213241,35.53221004,32.92025797,275.900726,Plateau,15,9,47.85932571,Plateau,15
2020B106,2020,B106,G13,80,5048,0.076982294,28.94534257,35.53234398,32.920235,275.900726,Plateau,16,10,60.62118352,Plateau,16
2020B108,2020,B108,G77,10,5130,0.481139338,28.79137798,35.532375,32.92024104,275.937103,E_facing_slope,1,11,63.28978681,E_facing_slope,1
2020B111,2020,B111,G13,80,4561,0.269438029,35.85450346,35.53252202,32.92022704,272.351959,E_facing_slope,2,12,77.05138523,E_facing_slope,2
2020B112,2020,B112,G77,10,5131,0.519630485,28.40646651,35.532605,32.920235,270.564178,E_facing_slope,3,13,84.50766614,E_facing_slope,3
2020B113,2020,B113,G17,37,5144,0.134719015,27.96381832,35.532634,32.92019301,270.641907,E_facing_slope,4,14,88.07546755,E_facing_slope,4
2020B114,2020,B114,G17,37,4966,0.230946882,30.31177829,35.532663,32.92019896,269.6588745,E_facing_slope,5,15,90.58498773,E_facing_slope,5
2020B115,2020,B115,G17,37,4173,0.288683603,41.60892995,35.53271798,32.92019201,268.675842,E_facing_slope,6,16,95.77279261,E_facing_slope,6
2020B116,2020,B116,G110,2,5126,0.38491147,29.59969207,35.53275101,32.920176,267.304169,E_facing_slope,7,17,99.16099323,E_facing_slope,7
2020B117,2020,B117,G20,69,5068,0.346420323,29.38799076,35.53279401,32.920177,266.126526,E_facing_slope,8,18,103.0684816,E_facing_slope,8
2020B119,2020,B119,G116,1,4533,2.213240955,37.12471132,35.53286098,32.92016904,264.822601,E_facing_slope,9,19,109.3767725,E_facing_slope,9
2020B120,2020,B120,G63,5,5121,0.173210162,28.31023865,35.53291404,32.92015797,262.803284,E_facing_slope,10,20,114.481326,E_facing_slope,10
2020B121,2020,B121,G84,2,5105,0.461893764,28.48344881,35.53295201,32.92013903,262.479462,E_facing_slope,11,21,118.3889583,E_facing_slope,11
2020B122,2020,B122,G22,39,5081,0.500384911,29.40723634,35.53298101,32.92015596,262.122498,E_facing_slope,12,22,120.6607196,E_facing_slope,12
2020B124,2020,B124,G106,4,5026,0.32717475,30.08083141,35.53303398,32.92014297,259.856659,E_facing_slope,13,23,125.7973099,E_facing_slope,13
2020B128,2020,B128,G13,80,5088,0.211701309,28.25250192,35.53318896,32.92012403,257.400238,E_facing_slope,14,24,140.4135023,E_facing_slope,14
2020B130,2020,B130,G13,80,4666,0.096227868,34.56505004,35.53325602,32.92015102,256.764618,E_facing_slope,15,25,146.0493203,E_facing_slope,15
2020B131,2020,B131,G13,80,4999,0.134719015,29.42648191,35.53334001,32.92014599,255.572922,E_facing_slope,16,26,153.8856917,E_facing_slope,16
2020B132,2020,B132,G79,9,4982,0.153964588,29.88837567,35.53338904,32.92012897,254.017395,E_facing_slope,17,27,158.7137421,E_facing_slope,17
2020B133,2020,B133,G19,42,4770,0.134719015,34.18013857,35.53341603,32.92016703,253.85701,E_facing_slope,18,28,160.5653385,E_facing_slope,18
2020B134,2020,B134,G86,6,5165,0.173210162,27.19399538,35.53351896,32.920119,250.165558,E_facing_slope,19,29,170.8727487,E_facing_slope,19
2020B135,2020,B135,G19,42,5057,0.673595073,30.33102386,35.53360404,32.92014297,247.934708,E_facing_slope,20,30,178.3354013,E_facing_slope,20
2020B138,2020,B138,G25,69,4486,0.076982294,36.50885296,35.53373496,32.92011498,245.832642,Valley,1,31,190.8880499,Valley,1
2020B142,2020,B142,G111,2,5115,0.673595073,28.96458814,35.53396798,32.92008396,243.159332,Valley,2,32,212.9334932,Valley,2
2020B92,2020,B92,G43,11,5055,1.000769823,11.52809854,35.531714,32.92036501,284.026337,Plateau,7,1,0,Plateau,7
2020B94,2020,B94,G20,69,4417,0.500384911,38.20246343,35.53183503,32.92026903,285.296722,Plateau,8,2,15.55842003,Plateau,8
2020B95,2020,B95,G22,39,4974,0.596612779,30.77367206,35.53186102,32.92027398,281.82074,Plateau,9,3,17.07117212,Plateau,9
2020B97,2020,B97,G48,11,4353,0.500384911,39.53040801,35.53196898,32.92027599,280.743042,Plateau,11,5,25.80511078,Plateau,11
2020B99,2020,B99,G48,11,4949,0.230946882,31.13933795,35.53201298,32.92027297,281.490112,Plateau,12,6,29.75757098,Plateau,12
2020C151,2020,C151,G107,4,4946,1.212471132,14.33795227,35.52669601,32.92271102,327.199402,Karst,1,1,0,Karst,1
2020C156,2020,C156,G28,28,4313,0.346420323,39.53040801,35.52678603,32.92261999,327.437164,Karst,3,3,13.16974166,Karst,3
2020C157,2020,C157,G107,4,4166,1.770592764,28.32948422,35.52680396,32.92259996,326.035675,Karst,4,4,15.95607903,Karst,4
2020C158,2020,C158,G28,28,4786,0.269438029,33.10238645,35.52682903,32.92256601,325.471466,Karst,5,5,20.37339413,Karst,5
2020C159,2020,C159,G30,40,4742,1.385681293,17.147806,35.52684797,32.92252502,323.970856,Karst,6,6,25.10656657,Karst,6
2020C160,2020,C160,G30,40,4787,1.327944573,16.2817552,35.52680899,32.92247297,321.579132,Karst,7,7,28.52510166,Karst,7
2020C168,2020,C168,G30,40,4867,1.963048499,15.47344111,35.52687597,32.92225496,315.060242,Karst,9,9,53.48084622,Karst,9
2020C173,2020,C173,G30,40,4785,1.886066205,16.62817552,35.52691997,32.92219704,314.85849,Karst,10,10,60.92309637,Karst,10
2020D194,2020,D194,G87,5,4358,1.539645881,24.17244034,35.53400896,32.92012302,241.842361,Valley,4,2,0,Valley,4
2020D196,2020,D196,G45,4,4472,0.846805235,22.32486528,35.53407996,32.92017801,242.819763,Valley,5,3,9.027175953,Valley,5
2020D198,2020,D198,G30,40,4372,1.69361047,24.24942263,35.53406596,32.920206,242.244476,Valley,6,4,10.66290653,Valley,6
2020D200,2020,D200,G25,69,5131,0.038491147,27.05927637,35.534072,32.92028697,243.261902,Valley,7,5,19.1779513,Valley,7
2020D201,2020,D201,G25,69,4915,0.096227868,30.19630485,35.53413603,32.92029301,243.257568,Valley,8,6,22.34009587,Valley,8
2020D202,2020,D202,G25,69,5129,0,27.2517321,35.53412103,32.92031497,243.230591,Valley,9,7,23.79604912,Valley,9
2020D203,2020,D203,G20,69,4768,0.32717475,33.48729792,35.53412003,32.92031002,243.2246935,Valley,10,8,23.26066468,Valley,10
2020D208,2020,D208,G25,69,4148,0.134719015,40.39645881,35.53416101,32.92039996,243.218796,Valley,12,10,33.94540954,Valley,12
2020D212,2020,D212,G108,3,4889,0.250192456,31.29330254,35.534159,32.92046802,243.769745,Valley,13,11,40.88439535,Valley,13
2020D215,2020,D215,G67,5,4778,0.32717475,33.48729792,35.53422103,32.92051496,243.570129,Valley,14,12,47.9200516,Valley,14
2020D216,2020,D216,G19,42,4993,0.461893764,30.61970747,35.53427098,32.92058403,241.979675,Valley,15,13,56.8609169,Valley,15
2020D217,2020,D217,G30,40,4913,1.674364896,14.06851424,35.53425799,32.92057296,243.503815,Valley,16,14,55.22891501,Valley,16
2020D219,2020,D219,G20,69,4923,0.096227868,31.04311008,35.534245,32.92064999,244.455765,Valley,17,15,62.67160228,Valley,17
2020D220,2020,D220,G101,6,4653,0.32717475,33.92994611,35.53424701,32.92067296,244.984161,Valley,18,16,65.13514676,Valley,18
2020D221,2020,D221,G25,69,4270,0.442648191,39.3187067,35.53426897,32.92070498,244.956635,Valley,19,17,69.1897456,Valley,19
2020D223,2020,D223,G97,11,5136,0.134719015,27.38645112,35.53426696,32.92073901,245.493805,Valley,20,18,72.68634985,Valley,20
2020D224,2020,D224,G97,11,5060,0.153964588,28.38722094,35.534288,32.92078502,245.486176,Valley,21,19,78.17048424,Valley,21
2020D225,2020,D225,G89,3,4651,1.847575058,36.75904542,35.53429797,32.92079802,245.590042,Valley,22,20,79.84649602,Valley,22
2020D227,2020,D227,G117,1,5024,0,28.73364126,35.534303,32.92083398,245.311157,Valley,24,22,83.77755529,Valley,24
2020D228,2020,D228,G118,1,5095,0.230946882,28.90685142,35.53430401,32.92085602,245.30719,Valley,25,23,86.12925571,Valley,25
2020D230,2020,D230,G119,1,4834,0.6543495,32.23633564,35.53425296,32.92094797,245.012283,Valley,26,24,94.62114973,Valley,26
2020D231,2020,D231,G101,6,5155,0.230946882,26.77059276,35.534245,32.92098602,245.365845,Valley,27,25,98.5682147,Valley,27
2020_Zavitan,2020,Zavitan,G35,13,4884,0.481139338,6.832178599,NA,NA,NA,NA,NA,NA,NA,NA,NA
barley1_Zavitan,barley1,Zavitan,G35,13,5063,0.962278676,3.752886836,NA,NA,NA,NA,NA,NA,NA,NA,NA
plate4_Zavitan,plate4,Zavitan,G35,13,5124,0.481139338,2.213240955,NA,NA,NA,NA,NA,NA,NA,NA,NA
pops_Zavitan,pops,Zavitan,G35,13,4462,0.38491147,14.79984604,NA,NA,NA,NA,NA,NA,NA,NA,NA
xtra_Zavitan,xtra,Zavitan,G35,13,5012,1.173979985,5.023094688,NA,NA,NA,NA,NA,NA,NA,NA,NA
